ID,Product_Type,HTS,Company,Address,City,State,ZIP,Percent,Total_Amount,Quantity_1,Quantity_2,Quantity_3,Quantity_4,Quantity_5,Origin_1,Origin_2,Origin_3,Origin_4,Origin_5,Exporter_1,Exporter_2,Exporter_3,Exporter_4,Exporter_5,District,Abbreviation,Code,Approved,Denied_Incomplete,Denied_Country,Denied_Production,Pending,Denied,Posted_Date,Received_Date,Total_Exclusions,Total_Approved,Total_Denied,Total_Pending,Objections,Total_Objections,Total_Firms
BIS-2018-0002-0005,Rods,7605110030,Rusal America Corporation,"800 Westchester Avenue, S-308",Rye Brook,New York,10573,0.8,8400000,8400000,-999,-999,-999,-999,Russia,N/A,N/A,N/A,N/A,Russia,N/A,N/A,N/A,N/A,17,NY,NY-17,0,1,0,0,0,1,3/29/18,3/26/18,120,3,96,21,2,160,2
BIS-2018-0002-0006,Rods,7605110030,Rusal America Corporation,"800 Westchester Avenue, S-308",Rye Brook,New York,10573,0.8,6000000,6000000,-999,-999,-999,-999,Russia,N/A,N/A,N/A,N/A,Russia,N/A,N/A,N/A,N/A,17,NY,NY-17,0,1,0,0,0,1,3/29/18,3/26/18,120,3,96,21,2,160,2
BIS-2018-0002-0007,Rods,7605110030,Rusal America Corporation,"800 Westchester Avenue, S-308",Rye Brook,New York,10573,0.8,4000000,4000000,-999,-999,-999,-999,Russia,N/A,N/A,N/A,N/A,Russia,N/A,N/A,N/A,N/A,17,NY,NY-17,0,1,0,0,0,1,3/29/18,3/23/18,120,3,96,21,2,160,2
BIS-2018-0002-0008,Foil,7607196000,"Winter-Wolff International, Inc.",999 South Oyster Bay Road Suite 418,Bethpage,New York,11050,1,700000,750000,-999,-999,-999,-999,Switzerland,N/A,N/A,N/A,N/A,Switzerland,N/A,N/A,N/A,N/A,03,NY,NY-03,0,1,0,0,0,1,4/3/18,3/26/18,20,9,5,6,1,24,3
BIS-2018-0002-0011,Bars,7601106000,Rusal America Corporation,"800 Westchester Avenue, S-308",Rye Brook,New York,10573,0.33,2400000,2400000,-999,-999,-999,-999,Russia,N/A,N/A,N/A,N/A,Russia,N/A,N/A,N/A,N/A,17,NY,NY-17,0,0,0,1,0,1,4/5/18,3/28/18,120,3,96,21,1,160,2
BIS-2018-0002-0012,Bars,7601106000,Rusal America Corporation,"800 Westchester Avenue, S-308",Rye Brook,New York,10573,0.33,5000000,5000000,-999,-999,-999,-999,Russia,N/A,N/A,N/A,N/A,Russia,N/A,N/A,N/A,N/A,17,NY,NY-17,0,0,0,1,0,1,4/5/18,3/28/18,120,3,96,21,1,160,2
BIS-2018-0002-0013,Bars,7601106000,Rusal America Corporation,"800 Westchester Avenue, S-308",Rye Brook,New York,10573,0.33,5000000,5000000,-999,-999,-999,-999,Russia,N/A,N/A,N/A,N/A,Russia,N/A,N/A,N/A,N/A,17,NY,NY-17,0,0,0,1,0,1,4/5/18,3/28/18,120,3,96,21,1,160,2
BIS-2018-0002-0014,Bars,7601106000,Rusal America Corporation,"800 Westchester Avenue, S-308",Rye Brook,New York,10573,0.33,500000,500000,-999,-999,-999,-999,Russia,N/A,N/A,N/A,N/A,Russia,N/A,N/A,N/A,N/A,17,NY,NY-17,0,1,0,0,0,1,4/5/18,3/28/18,120,3,96,21,1,160,2
BIS-2018-0002-0015,Bars,7601106000,Rusal America Corporation,"800 Westchester Avenue, S-308",Rye Brook,New York,10573,0.33,10000000,10000000,-999,-999,-999,-999,Russia,N/A,N/A,N/A,N/A,Russia,N/A,N/A,N/A,N/A,17,NY,NY-17,0,1,0,0,0,1,4/5/18,3/28/18,120,3,96,21,1,160,2
BIS-2018-0002-0016,Sow,7601106000,Rusal America Corporation,"800 Westchester Avenue, S-308",Rye Brook,New York,10573,0.33,5000000,5000000,-999,-999,-999,-999,Russia,N/A,N/A,N/A,N/A,Russia,N/A,N/A,N/A,N/A,17,NY,NY-17,0,0,0,1,0,1,4/5/18,3/28/18,120,3,96,21,1,160,2
BIS-2018-0002-0017,Bars,7601106000,Rusal America Corporation,"800 Westchester Avenue, S-308",Rye Brook,New York,10573,0.33,5000000,5000000,-999,-999,-999,-999,Russia,N/A,N/A,N/A,N/A,Russia,N/A,N/A,N/A,N/A,17,NY,NY-17,0,1,0,0,0,1,4/5/18,3/28/18,120,3,96,21,1,160,2
BIS-2018-0002-0018,Bars,7601106000,Rusal America Corporation,"800 Westchester Avenue, S-308",Rye Brook,New York,10573,0.33,6000000,6000000,-999,-999,-999,-999,Russia,N/A,N/A,N/A,N/A,Russia,N/A,N/A,N/A,N/A,17,NY,NY-17,0,1,0,0,0,1,4/5/18,3/28/18,120,3,96,21,1,160,2
BIS-2018-0002-0019,Foil,7607205000,"Alumanate, LLC",1513 SOUTH GRAND AVE,SANTA ANA,California,92705,1,5000,2400000,-999,-999,-999,-999,China,N/A,N/A,N/A,N/A,China,N/A,N/A,N/A,N/A,46,CA,CA-46,0,1,0,0,0,1,4/5/18,3/28/18,2,1,1,0,1,2,2
BIS-2018-0002-0020,Plate,7606123030,Mandel Metals Incorporated,11400 Addison Avenue,Franklin Park,Illinois,60517,1,100000,-999,-999,-999,-999,-999,Austria,China,South Africa,Switzerland,Russia,N/A,N/A,N/A,N/A,N/A,05,IL,IL-05,1,0,0,0,0,0,4/5/18,3/27/18,1252,666,0,586,1,1448,3
BIS-2018-0002-0021,Bars,7601106000,Rusal America Corporation,"800 Westchester Avenue, S-308",Rye Brook,New York,10573,0.82,65000000,65000000,-999,-999,-999,-999,Russia,N/A,N/A,N/A,N/A,Russia,N/A,N/A,N/A,N/A,17,NY,NY-17,0,1,0,0,0,1,4/5/18,3/28/18,120,3,96,21,1,160,2
BIS-2018-0002-0022,Bars,7601106000,Rusal America Corporation,"800 Westchester Avenue, S-308",Rye Brook,New York,10573,0.82,32000000,32000000,-999,-999,-999,-999,Russia,N/A,N/A,N/A,N/A,Russia,N/A,N/A,N/A,N/A,17,NY,NY-17,0,0,0,1,0,1,4/5/18,3/28/18,120,3,96,21,1,160,2
BIS-2018-0002-0025,Bars,7616995160,"Aluminum Precision Products, Inc.",3333 W. Warner Avenue,Santa Ana,California,92704,1,121000,121000,-999,-999,-999,-999,Japan,N/A,N/A,N/A,N/A,Japan,N/A,N/A,N/A,N/A,46,CA,CA-46,1,0,0,0,0,0,4/12/18,3/30/18,2,1,1,0,1,2,2
BIS-2018-0002-0026,Foil,7607191000,"United Chemi-Con, Inc.",185 McNeil Rd,Lansing,North Carolina,28694,1,380000,380000,-999,-999,-999,-999,Japan,N/A,N/A,N/A,N/A,Japan,N/A,N/A,N/A,N/A,05,NC,NC-05,1,0,0,0,0,0,4/12/18,4/9/18,15,11,0,4,1,15,2
BIS-2018-0002-0027,Foil,7607205000,"CNA Technology, LLC",220 INDUSTRIAL BLVD,GREENVILLE,North Carolina,27834,0,480000,340000,-999,-999,-999,-999,China,N/A,N/A,N/A,N/A,United States,N/A,N/A,N/A,N/A,01,NC,NC-01,1,0,0,0,0,0,4/12/18,4/9/18,10,1,9,0,1,10,2
BIS-2018-0002-0028,Sheet,7606123090,Generac Power Systems,S45W29290 Hwy 59,Waukesha,Wisconsin,53189,1,180000,180000,-999,-999,-999,-999,Bahrain,N/A,N/A,N/A,N/A,Bahrain,N/A,N/A,N/A,N/A,01,WI,WI-01,0,1,0,0,0,1,4/12/18,4/9/18,73,30,4,39,1,73,2
BIS-2018-0002-0029,Sheet,7606123090,Generac Power Systems,S45W29290 Hwy 59,Waukesha,Wisconsin,53189,1,110000,110000,-999,-999,-999,-999,Bahrain,N/A,N/A,N/A,N/A,Bahrain,N/A,N/A,N/A,N/A,01,WI,WI-01,0,1,0,0,0,1,4/12/18,4/9/18,73,30,4,39,1,73,2
BIS-2018-0002-0030,Sheet,7606123090,Generac Power Systems,S45W29290 Hwy 59,Waukesha,Wisconsin,53189,1,100000,100000,-999,-999,-999,-999,Bahrain,N/A,N/A,N/A,N/A,Bahrain,N/A,N/A,N/A,N/A,01,WI,WI-01,0,1,0,0,0,1,4/13/18,4/9/18,73,30,4,39,1,73,2
BIS-2018-0002-0031,Foil,7607113000,Packaging Dynamics Corporation DBA Bagcraft Packaging,3900 W. 43rd Street,Chicago,Illinois,60623,1,295289,33566,159211,102512,-999,-999,South Korea,Luxembourg,Greece,N/A,N/A,South Korea,Belgium,Greece,N/A,N/A,04,IL,IL-04,1,0,0,0,0,0,4/13/18,4/11/18,16,13,0,3,1,16,1
BIS-2018-0002-0032,Foil,7607113000,"International Converter, LLC",17153 Industrial Highway,Caldwell,Ohio,43724,1,32653,32653,-999,-999,-999,-999,Greece,N/A,N/A,N/A,N/A,Greece,N/A,N/A,N/A,N/A,06,OH,OH-06,1,0,0,0,0,0,4/13/18,4/11/18,25,25,0,0,1,25,1
BIS-2018-0002-0033,Sheet,7606123090,Generac Power Systems,S45W29290 Hwy 59,Waukesha,Wisconsin,53189,1,110000,110000,-999,-999,-999,-999,Bahrain,N/A,N/A,N/A,N/A,Bahrain,N/A,N/A,N/A,N/A,01,WI,WI-01,1,0,0,0,0,0,4/13/18,4/11/18,73,30,4,39,1,73,2
BIS-2018-0002-0034,Sheet,7606123090,Generac Power Systems,S45W29290 Hwy 59,Waukesha,Wisconsin,53189,1,100000,100000,-999,-999,-999,-999,Bahrain,N/A,N/A,N/A,N/A,Bahrain,N/A,N/A,N/A,N/A,01,WI,WI-01,1,0,0,0,0,0,4/13/18,4/11/18,73,30,4,39,1,73,2
BIS-2018-0002-0037,Tube,7608200090,Floturn Incorporated,4236 Thunderbird Lane,Fairfield,Ohio,45014,1,490000,490000,-999,-999,-999,-999,Japan,N/A,N/A,N/A,N/A,Japan,N/A,N/A,N/A,N/A,08,OH,OH-08,0,1,0,0,0,1,4/25/18,4/11/18,5,3,2,0,1,5,1
BIS-2018-0002-0038,Tube,7608200090,Floturn Incorporated,4236 Thunderbird Lane,Fairfield,Ohio,45014,1,16000,16000,-999,-999,-999,-999,Japan,N/A,N/A,N/A,N/A,Japan,N/A,N/A,N/A,N/A,08,OH,OH-08,0,1,0,0,0,1,4/25/18,4/11/18,5,3,2,0,1,5,1
BIS-2018-0002-0039,Flat,7606123045,Ball Metal Beverage Container Corporation,9300 W. 108th Circle,Broomfield,Colorado,80021,0.07,10570000,90000000,-999,-999,-999,-999,Saudi Arabia,N/A,N/A,N/A,N/A,Saudi Arabia,N/A,N/A,N/A,N/A,07,CO,CO-07,1,0,0,0,0,0,4/26/18,4/13/18,136,29,4,103,1,146,1
BIS-2018-0002-0040,Foil,7607191000,Cornell Dubilier Marketing Incorporated,140 Technology Place,Liberty,South Carolina,29657,1,450000,240000,200000,5000,5000,-999,Italy,China,France,Japan,N/A,Iceland,China,France,Japan,N/A,03,SC,SC-03,1,0,0,0,0,0,4/26/18,4/13/18,171,130,31,10,1,171,3
BIS-2018-0002-0041,Foil,7607191000,Cornell Dubilier Marketing Incorporated,140 Technology Place,Liberty,South Carolina,29657,1,200000,195000,5000,-999,-999,-999,South Korea,Japan,N/A,N/A,N/A,South Korea,Japan,N/A,N/A,N/A,03,SC,SC-03,1,0,0,0,0,0,4/26/18,4/13/18,171,130,31,10,1,171,3
BIS-2018-0002-0042,Bars,7601109090,Rusal America Corporation,"800 Westchester Avenue, S-308",Rye Brook,New York,10573,0.99,10000000,10000000,-999,-999,-999,-999,Russia,N/A,N/A,N/A,N/A,Russia,N/A,N/A,N/A,N/A,17,NY,NY-17,0,1,0,0,0,1,4/27/18,3/28/18,120,3,96,21,1,160,2
BIS-2018-0002-0043,Bars,7601109090,Rusal America Corporation,"800 Westchester Avenue, S-308",Rye Brook,New York,10573,0.99,3000000,3000000,-999,-999,-999,-999,Russia,N/A,N/A,N/A,N/A,Russia,N/A,N/A,N/A,N/A,17,NY,NY-17,0,1,0,0,0,1,4/27/18,3/28/18,120,3,96,21,1,160,2
BIS-2018-0002-0044,Bars,7601109090,Rusal America Corporation,"800 Westchester Avenue, S-308",Rye Brook,New York,10573,0.99,3000000,3000000,-999,-999,-999,-999,Russia,N/A,N/A,N/A,N/A,Russia,N/A,N/A,N/A,N/A,17,NY,NY-17,0,1,0,0,0,1,4/27/18,3/28/18,120,3,96,21,1,160,2
BIS-2018-0002-0045,Bars,7601109090,Rusal America Corporation,"800 Westchester Avenue, S-308",Rye Brook,New York,10573,0.99,12000000,12000000,-999,-999,-999,-999,Russia,N/A,N/A,N/A,N/A,Russia,N/A,N/A,N/A,N/A,17,NY,NY-17,0,0,0,1,0,1,4/27/18,3/28/18,120,3,96,21,1,160,2
BIS-2018-0002-0046,Billet,7601209045,Rusal America Corporation,"800 Westchester Avenue, S-308",Rye Brook,New York,10573,0.84,1000000,1000000,-999,-999,-999,-999,Russia,N/A,N/A,N/A,N/A,Russia,N/A,N/A,N/A,N/A,17,NY,NY-17,0,1,0,0,0,1,4/27/18,3/29/18,120,3,96,21,1,160,2
BIS-2018-0002-0047,Flat,7606123045,Ball Metal Beverage Container Corporation,9300 W. 108th Circle,Broomfield,Colorado,80021,0.07,8000000,90000000,-999,-999,-999,-999,Saudi Arabia,N/A,N/A,N/A,N/A,Saudi Arabia,N/A,N/A,N/A,N/A,07,CO,CO-07,1,0,0,0,0,0,4/30/18,4/13/18,136,29,4,103,1,146,1
BIS-2018-0002-0048,Flat,7606123045,Ball Metal Beverage Container Corporation,9300 W. 108th Circle,Broomfield,Colorado,80021,0.07,5000000,90000000,-999,-999,-999,-999,Saudi Arabia,N/A,N/A,N/A,N/A,Saudi Arabia,N/A,N/A,N/A,N/A,07,CO,CO-07,1,0,0,0,0,0,4/30/18,4/13/18,136,29,4,103,1,146,1
BIS-2018-0002-0049,Flat,7606123045,Ball Metal Beverage Container Corporation,9300 W. 108th Circle,Broomfield,Colorado,80021,0.07,15000000,90000000,-999,-999,-999,-999,Saudi Arabia,N/A,N/A,N/A,N/A,Saudi Arabia,N/A,N/A,N/A,N/A,07,CO,CO-07,1,0,0,0,0,0,4/30/18,4/13/18,136,29,4,103,1,146,1
BIS-2018-0002-0050,Flat,7606123045,Ball Metal Beverage Container Corporation,9300 W. 108th Circle,Broomfield,Colorado,80021,0.07,2000000,90000000,-999,-999,-999,-999,Saudi Arabia,N/A,N/A,N/A,N/A,Saudi Arabia,N/A,N/A,N/A,N/A,07,CO,CO-07,1,0,0,0,0,0,4/30/18,4/13/18,136,29,4,103,1,146,1
BIS-2018-0002-0051,Flat,7606123045,Ball Metal Beverage Container Corporation,9300 W. 108th Circle,Broomfield,Colorado,80021,0.07,13000000,90000000,-999,-999,-999,-999,Saudi Arabia,N/A,N/A,N/A,N/A,Saudi Arabia,N/A,N/A,N/A,N/A,07,CO,CO-07,1,0,0,0,0,0,4/30/18,4/13/18,136,29,4,103,1,146,1
BIS-2018-0002-0052,Flat,7606123045,Ball Metal Beverage Container Corporation,9300 W. 108th Circle,Broomfield,Colorado,80021,0.07,2000000,90000000,-999,-999,-999,-999,Saudi Arabia,N/A,N/A,N/A,N/A,Saudi Arabia,N/A,N/A,N/A,N/A,07,CO,CO-07,1,0,0,0,0,0,4/30/18,4/13/18,136,29,4,103,1,146,1
BIS-2018-0002-0053,Flat,7606123045,Ball Metal Beverage Container Corporation,9300 W. 108th Circle,Broomfield,Colorado,80021,0.07,9000000,90000000,-999,-999,-999,-999,Saudi Arabia,N/A,N/A,N/A,N/A,Saudi Arabia,N/A,N/A,N/A,N/A,07,CO,CO-07,1,0,0,0,0,0,4/30/18,4/13/18,136,29,4,103,1,146,1
BIS-2018-0002-0054,Flat,7606123045,Ball Metal Beverage Container Corporation,9300 W. 108th Circle,Broomfield,Colorado,80021,0.07,5000000,90000000,-999,-999,-999,-999,Saudi Arabia,N/A,N/A,N/A,N/A,Saudi Arabia,N/A,N/A,N/A,N/A,07,CO,CO-07,1,0,0,0,0,0,4/30/18,4/13/18,136,29,4,103,1,146,1
BIS-2018-0002-0055,Flat,7606123045,Ball Metal Beverage Container Corporation,9300 W. 108th Circle,Broomfield,Colorado,80021,0.07,12000000,90000000,-999,-999,-999,-999,Saudi Arabia,N/A,N/A,N/A,N/A,Saudi Arabia,N/A,N/A,N/A,N/A,07,CO,CO-07,1,0,0,0,0,0,4/30/18,4/13/18,136,29,4,103,2,146,1
BIS-2018-0002-0056,Flat,7606123045,Ball Metal Beverage Container Corporation,9300 W. 108th Circle,Broomfield,Colorado,80021,0.07,30000000,90000000,-999,-999,-999,-999,Saudi Arabia,N/A,N/A,N/A,N/A,Saudi Arabia,N/A,N/A,N/A,N/A,07,CO,CO-07,1,0,0,0,0,0,4/30/18,4/13/18,136,29,4,103,1,146,1
BIS-2018-0002-0057,Flat,7606123045,Ball Metal Beverage Container Corporation,9300 W. 108th Circle,Broomfield,Colorado,80021,0.07,30000000,90000000,-999,-999,-999,-999,Saudi Arabia,N/A,N/A,N/A,N/A,Saudi Arabia,N/A,N/A,N/A,N/A,07,CO,CO-07,1,0,0,0,0,0,4/30/18,4/13/18,136,29,4,103,1,146,1
BIS-2018-0002-0058,Flat,7606123045,Ball Metal Beverage Container Corporation,9300 W. 108th Circle,Broomfield,Colorado,80021,0.07,30000000,90000000,-999,-999,-999,-999,Saudi Arabia,N/A,N/A,N/A,N/A,Saudi Arabia,N/A,N/A,N/A,N/A,07,CO,CO-07,1,0,0,0,0,0,4/30/18,4/13/18,136,29,4,103,1,146,1
BIS-2018-0002-0059,Flat,7606123045,Ball Metal Beverage Container Corporation,9300 W. 108th Circle,Broomfield,Colorado,80021,0.07,10000000,90000000,-999,-999,-999,-999,Saudi Arabia,N/A,N/A,N/A,N/A,Saudi Arabia,N/A,N/A,N/A,N/A,07,CO,CO-07,1,0,0,0,0,0,4/30/18,4/13/18,136,29,4,103,1,146,1
BIS-2018-0002-0060,Flat,7606123045,Ball Metal Beverage Container Corporation,9300 W. 108th Circle,Broomfield,Colorado,80021,0.07,6000000,90000000,-999,-999,-999,-999,Saudi Arabia,N/A,N/A,N/A,N/A,Saudi Arabia,N/A,N/A,N/A,N/A,07,CO,CO-07,1,0,0,0,0,0,4/30/18,4/13/18,136,29,4,103,1,146,1
BIS-2018-0002-0061,Flat,7606123045,Ball Metal Beverage Container Corporation,9300 W. 108th Circle,Broomfield,Colorado,80021,0.07,8000000,90000000,-999,-999,-999,-999,Saudi Arabia,N/A,N/A,N/A,N/A,Saudi Arabia,N/A,N/A,N/A,N/A,07,CO,CO-07,1,0,0,0,0,0,4/30/18,4/13/18,136,29,4,103,1,146,1
BIS-2018-0002-0062,Flat,7606123045,Ball Metal Beverage Container Corporation,9300 W. 108th Circle,Broomfield,Colorado,80021,0.07,31000000,90000000,-999,-999,-999,-999,Saudi Arabia,N/A,N/A,N/A,N/A,Saudi Arabia,N/A,N/A,N/A,N/A,07,CO,CO-07,1,0,0,0,0,0,4/30/18,4/13/18,136,29,4,103,1,146,1
BIS-2018-0002-0063,Flat,7606123045,Ball Metal Beverage Container Corporation,9300 W. 108th Circle,Broomfield,Colorado,80021,0.07,12000000,90000000,-999,-999,-999,-999,Saudi Arabia,N/A,N/A,N/A,N/A,Saudi Arabia,N/A,N/A,N/A,N/A,07,CO,CO-07,1,0,0,0,0,0,4/30/18,4/13/18,136,29,4,103,1,146,1
BIS-2018-0002-0064,Flat,7606123045,Ball Metal Beverage Container Corporation,9300 W. 108th Circle,Broomfield,Colorado,80021,0.07,10570000,90000000,90000000,-999,-999,-999,Japan,Thailand,N/A,N/A,N/A,Japan,Thailand,N/A,N/A,N/A,07,CO,CO-07,1,0,0,0,0,0,5/2/18,4/15/18,136,29,4,103,1,146,1
BIS-2018-0002-0065,Flat,7606123045,Ball Metal Beverage Container Corporation,9300 W. 108th Circle,Broomfield,Colorado,80021,0.07,8000000,90000000,90000000,-999,-999,-999,Japan,Thailand,N/A,N/A,N/A,Japan,Thailand,N/A,N/A,N/A,07,CO,CO-07,1,0,0,0,0,0,5/2/18,4/15/18,136,29,4,103,1,146,1
BIS-2018-0002-0066,Foil,7607119090,RICK USA Stamping Corporation,4783 Wurno Road,Pulaski,Virginia,24301,1,650000,200000,300000,150000,-999,-999,Norway,Greece,Germany,N/A,N/A,Norway,Greece,Germany,N/A,N/A,09,VA,VA-09,1,0,0,0,0,0,5/2/18,4/16/18,6,6,0,0,1,6,2
BIS-2018-0002-0067,Foil,7607119090,RICK USA Stamping Corporation,4783 Wurno Road,Pulaski,Virginia,24301,1,650000,200000,300000,150000,-999,-999,Norway,Greece,Germany,N/A,N/A,Norway,Greece,Germany,N/A,N/A,09,VA,VA-09,1,0,0,0,0,0,5/2/18,4/16/18,6,6,0,0,1,6,2
BIS-2018-0002-0068,Foil,7607119090,RICK USA Stamping Corporation,4783 Wurno Road,Pulaski,Virginia,24301,1,650000,200000,300000,150000,-999,-999,Norway,Greece,Germany,N/A,N/A,Norway,Greece,Germany,N/A,N/A,09,VA,VA-09,1,0,0,0,0,0,5/2/18,4/16/18,6,6,0,0,1,6,2
BIS-2018-0002-0069,Foil,7607119090,RICK USA Stamping Corporation,4783 Wurno Road,Pulaski,Virginia,24301,1,650000,200000,300000,150000,-999,-999,Norway,Greece,Germany,N/A,N/A,Norway,Greece,Germany,N/A,N/A,09,VA,VA-09,1,0,0,0,0,0,5/2/18,4/16/18,6,6,0,0,1,6,2
BIS-2018-0002-0070,Bars,76042930,Channel Alloys,301 Merritt 7,Norwalk,Connecticut,6851,0.5,30000,30000,-999,-999,-999,-999,Czech Republic,N/A,N/A,N/A,N/A,Czech Republic,N/A,N/A,N/A,N/A,04,CT,CT-04,1,0,0,0,0,0,5/2/18,4/16/18,35,34,1,0,1,35,2
BIS-2018-0002-0071,Bars,76042930,Channel Alloys,301 Merritt 7,Norwalk,Connecticut,6851,0.5,90000,90000,-999,-999,-999,-999,Czech Republic,N/A,N/A,N/A,N/A,Czech Republic,N/A,N/A,N/A,N/A,04,CT,CT-04,1,0,0,0,0,0,5/2/18,4/16/18,35,34,1,0,1,35,2
BIS-2018-0002-0072,Bars,76042930,Channel Alloys,301 Merritt 7,Norwalk,Connecticut,6851,0.5,20000,60000,-999,-999,-999,-999,Czech Republic,N/A,N/A,N/A,N/A,Czech Republic,N/A,N/A,N/A,N/A,04,CT,CT-04,1,0,0,0,0,0,5/2/18,4/16/18,35,34,1,0,1,35,2
BIS-2018-0002-0073,Bars,76042930,Channel Alloys,301 Merritt 7,Norwalk,Connecticut,6851,0.5,20000,20000,-999,-999,-999,-999,Czech Republic,N/A,N/A,N/A,N/A,Czech Republic,N/A,N/A,N/A,N/A,04,CT,CT-04,1,0,0,0,0,0,5/2/18,4/16/18,35,34,1,0,1,35,2
BIS-2018-0002-0074,Bars,76042930,Channel Alloys,301 Merritt 7,Norwalk,Connecticut,6851,0.5,20000,20000,-999,-999,-999,-999,Czech Republic,N/A,N/A,N/A,N/A,Czech Republic,N/A,N/A,N/A,N/A,04,CT,CT-04,1,0,0,0,0,0,5/2/18,4/16/18,35,34,1,0,1,35,2
BIS-2018-0002-0075,Bars,76042930,Channel Alloys,301 Merritt 7,Norwalk,Connecticut,6851,0.5,20000,20000,-999,-999,-999,-999,Czech Republic,N/A,N/A,N/A,N/A,Czech Republic,N/A,N/A,N/A,N/A,04,CT,CT-04,1,0,0,0,0,0,5/2/18,4/16/18,35,34,1,0,1,35,2
BIS-2018-0002-0076,Bars,76042930,Channel Alloys,301 Merritt 7,Norwalk,Connecticut,6851,0.5,20000,20000,-999,-999,-999,-999,Czech Republic,N/A,N/A,N/A,N/A,Czech Republic,N/A,N/A,N/A,N/A,04,CT,CT-04,1,0,0,0,0,0,5/2/18,4/16/18,35,34,1,0,1,35,2
BIS-2018-0002-0077,Bars,76042930,Channel Alloys,301 Merritt 7,Norwalk,Connecticut,6851,0.5,90000,90000,-999,-999,-999,-999,Czech Republic,N/A,N/A,N/A,N/A,Czech Republic,N/A,N/A,N/A,N/A,04,CT,CT-04,1,0,0,0,0,0,5/2/18,4/16/18,35,34,1,0,1,35,2
BIS-2018-0002-0078,Bars,76042930,Channel Alloys,301 Merritt 7,Norwalk,Connecticut,6851,0.5,90000,90000,-999,-999,-999,-999,Czech Republic,N/A,N/A,N/A,N/A,Czech Republic,N/A,N/A,N/A,N/A,04,CT,CT-04,1,0,0,0,0,0,5/2/18,4/16/18,35,34,1,0,1,35,2
BIS-2018-0002-0079,Bars,76042930,Channel Alloys,301 Merritt 7,Norwalk,Connecticut,6851,0.5,30000,30000,-999,-999,-999,-999,Czech Republic,N/A,N/A,N/A,N/A,Czech Republic,N/A,N/A,N/A,N/A,04,CT,CT-04,1,0,0,0,0,0,5/2/18,4/16/18,35,34,1,0,1,35,2
BIS-2018-0002-0080,Bars,76042930,Channel Alloys,301 Merritt 7,Norwalk,Connecticut,6851,0.5,30000,30000,-999,-999,-999,-999,Czech Republic,N/A,N/A,N/A,N/A,Czech Republic,N/A,N/A,N/A,N/A,04,CT,CT-04,1,0,0,0,0,0,5/2/18,4/16/18,35,34,1,0,1,35,2
BIS-2018-0002-0081,Bars,76042930,Channel Alloys,301 Merritt 7,Norwalk,Connecticut,6851,0.5,40000,40000,-999,-999,-999,-999,Germany,N/A,N/A,N/A,N/A,Germany,N/A,N/A,N/A,N/A,04,CT,CT-04,1,0,0,0,0,0,5/2/18,4/16/18,35,34,1,0,1,35,2
BIS-2018-0002-0082,Bars,76042930,Channel Alloys,301 Merritt 7,Norwalk,Connecticut,6851,0.5,30000,30000,-999,-999,-999,-999,Germany,N/A,N/A,N/A,N/A,Germany,N/A,N/A,N/A,N/A,04,CT,CT-04,1,0,0,0,0,0,5/2/18,4/16/18,35,34,1,0,1,35,2
BIS-2018-0002-0083,Bars,76042930,Channel Alloys,301 Merritt 7,Norwalk,Connecticut,6851,0.5,65000,65000,-999,-999,-999,-999,Germany,N/A,N/A,N/A,N/A,Germany,N/A,N/A,N/A,N/A,04,CT,CT-04,1,0,0,0,0,0,5/2/18,4/16/18,35,34,1,0,1,35,2
BIS-2018-0002-0084,Bars,76042930,Channel Alloys,301 Merritt 7,Norwalk,Connecticut,6851,0.5,35000,35000,-999,-999,-999,-999,Germany,N/A,N/A,N/A,N/A,Germany,N/A,N/A,N/A,N/A,04,CT,CT-04,1,0,0,0,0,0,5/2/18,4/16/18,35,34,1,0,1,35,2
BIS-2018-0002-0085,Bars,76042930,Channel Alloys,301 Merritt 7,Norwalk,Connecticut,6851,0.5,120000,120000,-999,-999,-999,-999,Germany,N/A,N/A,N/A,N/A,Germany,N/A,N/A,N/A,N/A,04,CT,CT-04,1,0,0,0,0,0,5/2/18,4/16/18,35,34,1,0,1,35,2
BIS-2018-0002-0086,Bars,76042930,Channel Alloys,301 Merritt 7,Norwalk,Connecticut,6851,0,30000,30000,-999,-999,-999,-999,Germany,N/A,N/A,N/A,N/A,Germany,N/A,N/A,N/A,N/A,04,CT,CT-04,1,0,0,0,0,0,5/2/18,4/16/18,35,34,1,0,1,35,2
BIS-2018-0002-0087,Bars,76042930,Channel Alloys,301 Merritt 7,Norwalk,Connecticut,6851,0,35000,35000,-999,-999,-999,-999,Germany,N/A,N/A,N/A,N/A,Germany,N/A,N/A,N/A,N/A,04,CT,CT-04,1,0,0,0,0,0,5/2/18,4/16/18,35,34,1,0,1,35,2
BIS-2018-0002-0088,Bars,76042930,Channel Alloys,301 Merritt 7,Norwalk,Connecticut,6851,0,35000,35000,-999,-999,-999,-999,Germany,N/A,N/A,N/A,N/A,Germany,N/A,N/A,N/A,N/A,04,CT,CT-04,1,0,0,0,0,0,5/2/18,4/16/18,35,34,1,0,1,35,2
BIS-2018-0002-0089,Bars,76042930,Channel Alloys,301 Merritt 7,Norwalk,Connecticut,6851,0,32000,32000,-999,-999,-999,-999,Germany,N/A,N/A,N/A,N/A,Germany,N/A,N/A,N/A,N/A,04,CT,CT-04,1,0,0,0,0,0,5/2/18,4/16/18,35,34,1,0,1,35,2
